predicted_values,true_values
0.05469383708862813,0.06
0.06806916647888202,0.077
0.08850561152593753,0.20600000000000002
0.2944468998026504,0.425
0.5753080424633864,0.642
0.7909791557681345,0.812
0.9287187266398251,1.013
1.1510565854884742,1.179
1.2930367651840633,1.3
1.3831352354663589,1.405
1.4771574814910498,1.465
1.5062457587063858,1.4909999999999999
1.5088879581977659,1.476
1.4657152613469293,1.505
1.5249509199579923,1.6059999999999999
1.6754358001568688,1.768
1.8793777898661121,1.949
2.0734676991485683,2.126
2.24775093649356,2.313
2.4416589089956777,2.44
2.5274383513191285,2.572
2.66289618300061,2.657
2.715603379058438,2.72
2.7634910475772205,2.725
2.7286272633075863,2.682
2.652630778846161,2.623
2.5826254879566597,2.553
2.50505494247295,2.531
2.5160433555896535,2.5789999999999997
2.6121611125729842,2.5839999999999996
2.587607671538884,2.594
2.6010454310654585,2.6210000000000004
2.639733069002303,2.605
2.594177119848979,2.557
2.5241770509330705,2.4659999999999997
2.4036097680833595,2.386
2.3311587004626135,2.338
2.3051464346167845,2.3369999999999997
2.33645001596983,2.3480000000000003
2.3556991176756297,2.4
2.4358857544509505,2.48
2.5351419736362013,2.496
2.5071553487300338,2.426
2.3780380583842176,2.335
2.2725911759250503,2.314
2.2997006208541495,2.324
2.331008035741039,2.233
2.1705795854225305,2.129
2.0576289592767476,2.053
2.0008631284022504,1.962
1.8995399723314197,1.883
1.8287766674836692,1.864
1.8510141419645303,1.788
1.7358264503467005,1.546
1.3796819571474381,1.354
1.2220201566080802,1.218
1.12449702636368,1.2209999999999999
1.223049184608735,1.251
1.2716119743138439,1.285
1.3083660322344963,1.345
1.3862458683604806,1.349
1.3517536354545194,1.383
1.406378962726651,1.469
1.5281340212726064,1.571
1.6411473069129292,1.65
1.7043482235644354,1.706
1.7445456751957409,1.7369999999999999
1.7583648994376175,1.7480000000000002
1.7556185121241412,1.774
1.7919328044668053,1.819
1.849999312782363,1.857
1.8831926369697538,1.8259999999999998
1.8047585649418134,1.743
1.686002771875527,1.702
1.6738681061456608,1.686
1.6750506817001491,1.671
1.6607360525510722,1.6219999999999999
1.588358307982929,1.5659999999999998
1.5275388689001346,1.547
1.5339699916588627,1.528
1.5149674541132712,1.486
1.4571518400821009,1.475
1.4674595430014012,1.449
1.4311452632819441,1.3630000000000002
1.3038898578556282,1.28
1.2229402876908728,1.217
1.1736799649304435,1.1909999999999998
1.1731108060550204,1.206
1.216296293402963,1.271
1.3156751178069779,1.317
1.3486205228424823,1.419
1.4891301649041584,1.59
1.707592947628532,1.791
1.9292570146663666,2.003
2.1488626299796034,2.316
2.5314043653225022,2.8169999999999997
3.1619832313754954,3.365
3.7426632436409726,3.951
4.355224611862693,4.627
5.093848058286313,5.071000000000001
5.377801416063677,5.046
5.029256165423497,4.699
4.460273283085322,4.333
4.081053316141817,4.323
4.316501342085412,4.5489999999999995
4.705139936163421,4.823
5.012282383877511,5.022
5.159624551931376,5.327000000000001
5.5377619080620155,5.604
5.795522835096858,5.846
6.013440385260474,6.143
6.348442725398974,6.7379999999999995
7.1493453760785775,7.816
8.562818157311089,9.158
10.091666696900601,10.304
11.103093938904697,10.837
11.208593587498227,10.707
10.618020004558002,10.107999999999999
9.693417196386548,9.235
8.629044029742582,8.338
7.714197989578567,7.706
7.266648199094863,7.638
7.5915150717327355,7.886
8.059265040777985,8.011000000000001
8.098753052659799,7.72
7.51855850552863,6.999
6.498105737926361,6.1579999999999995
5.572576504147529,5.619
5.244046209569347,5.303999999999999
5.0851027964745965,5.221
5.163698162005266,5.166
5.12818786928514,5.229
5.273358928749985,5.336
5.411010638792914,5.3870000000000005
5.423023223383939,5.417000000000001
5.438404582891502,5.516
5.5854618977071,5.7620000000000005
5.933867764128035,6.077999999999999
6.298703377586144,6.476
6.753968051167205,6.971
7.316808144535691,7.45
7.784853155671131,7.945
8.291242376475623,8.42
8.752478945358222,8.948
9.317759760627393,9.336
9.60803327066544,9.495
9.607054869551847,9.557
9.601319771269047,9.557
9.558023605153373,9.548
9.542737302583555,9.573
9.591482404539885,9.59
9.602897638617284,9.546
9.516295277578363,9.406
9.309237173534683,9.187000000000001
9.035024593873205,8.958
8.79899414054766,8.746
8.598829914933809,8.454
8.250869799374307,8.057
7.780357947677556,7.652
7.369623209090806,7.202999999999999
6.889668395844075,6.886
6.664955305926959,6.781000000000001
6.708246512935467,6.816
6.841151027937893,6.876
6.918639664080165,6.779
6.71184799790987,6.364
6.074381356928114,5.693
5.2237848790976,4.67
3.952542411796892,3.6639999999999997
2.9570371900629655,2.7889999999999997
2.173377845885106,1.9280000000000002
1.3213173343247357,1.446
1.1065713137549582,1.21
1.0438383530511914,1.038
0.9168743768477065,0.805
0.640880821845036,0.635
0.515218762021733,0.491
0.38950611902263566,0.405
0.34433683158443773,0.382
0.36569470554878436,0.4
0.4125656612844326,0.41
0.4169339914249912,0.395
0.38432940760685125,0.41
0.4204546077383399,0.42200000000000004
0.4303437579544735,0.387
0.3622464550027002,0.341
0.3084956445494509,0.32299999999999995
0.31020872455516096,0.312
0.3041362220612179,0.293
0.2795011149717912,0.319
0.33718912394429923,0.381
0.42454473402823556,0.43200000000000005
0.467805750740308,0.467
0.4915441510764844,0.509
0.5384781159824651,0.5710000000000001
0.6145682500062808,0.652
0.7089570951697403,0.75
0.8189404956583604,0.8109999999999999
0.8538941552347381,0.838
0.8569564107833315,0.8740000000000001
0.8992980472763128,0.935
0.9779092029043728,1.016
1.0730026239637824,1.1340000000000001
1.21707303069633,1.199
1.2447587001825402,1.181
1.168310852452565,1.0490000000000002
0.9560207318063743,0.821
0.6603766553970023,0.6809999999999999
0.5823358218017486,0.586
0.519014565851286,0.516
0.4666115880909817,0.441
0.38808106880317783,0.377
0.33181976080722964,0.304
0.2524725514646779,0.23800000000000002
0.19139413144171513,0.20800000000000002
0.18674340175411847,0.212
0.2146879091926777,0.188
0.1709666435259494,0.159
0.13844207211806267,0.13699999999999998
0.12136915262273097,0.133
0.13004492350115865,0.16899999999999998
0.19421847788189076,0.217
0.25067515167559173,0.248
0.26970684767369535,0.27699999999999997
0.2973018824146912,0.315
0.34164461402726654,0.337
0.352379436126938,0.37200000000000005
0.3965387498811415,0.423
0.45881282444588906,0.48
0.5200453083990242,0.505
0.522512278340708,0.501
0.49808878702055803,0.474
0.45488808967301547,0.42100000000000004
0.3835714084764397,0.366
0.3271562782660792,0.318
0.2840803314928911,0.311
0.30595391329951366,0.303
0.29724877327448473,0.261
0.23129947269325224,0.21
0.17395511899463578,0.153
0.11272272080037649,0.113
0.08469044153203992,0.085
0.06513828964844158,0.08199999999999999
0.0797443918525806,0.079
0.07674409554489377,0.075
0.07203943432209366,0.07
0.0663346549470332,0.061
0.054516645824548494,0.054000000000000006
0.04892438851363636,0.045
0.03851488345254567,0.024
0.009061433698388643,0.0
-0.01705409203549833,0.0
-0.00015190619356585537,0.0
-0.0001518423720336569,0.0
-0.00015177675454850723,0.0
-0.0001517238611563201,0.0
-0.00015166542463134443,0.0
-0.00015160587982096367,0.0
-0.00015154579164386797,0.0
-0.00015148813227403493,0.0
-0.00015142566361355054,0.0
-0.00015136808829484293,0.0
-0.0001513066597583504,0.0
-0.0001512467850194086,0.0
-0.00015118832468327564,0.0
-0.0001511297472223157,0.0
-0.00015107082822823104,0.0
-0.00015101034322270862,0.0
-0.00015094671266520411,0.0
-0.00015089134856073412,0.0
-0.00015082437761478287,0.0
-0.00015076945045633362,0.0
-0.00015070899061703357,0.003
0.00496245270801555,0.006999999999999999
0.009667233817307282,0.013999999999999999
0.018780854241169664,0.018000000000000002
0.020668613537735372,0.019
0.01955603555792714,0.022000000000000002
0.023964939607327863,0.024
0.02526097341220726,0.021
0.018739421321368112,0.017
0.014034759442349859,0.013999999999999999
0.011738727388670258,0.015
0.015555914892249816,0.017
0.018260456864161244,0.021
0.02366948157968287,0.025
0.02767000509195348,0.031
0.03507925887023354,0.035
0.037671262549879965,0.038
0.03996741183274522,0.038
0.037854702973474846,0.038
0.03785476182493772,0.039
0.039559190229625764,0.043
0.04567246184025928,0.048
0.05137735141217983,0.052000000000000005
0.054673610964823455,0.052000000000000005
0.05185665052249635,0.049
0.0467436008774698,0.047
0.045447679158279373,0.045
0.04344751113011229,0.045
0.04485606999363497,0.044000000000000004
0.04315176271682121,0.04
0.03703859357228563,0.036000000000000004
0.03303819030325295,0.031
0.027333422015625306,0.03
0.029150380914074382,0.03
0.0298546917201513,0.027000000000000003
0.024741642466242934,0.025
0.023445726646055293,0.024
0.02314992096533302,0.024
0.02385423208242935,0.03
0.03408049505958954,0.035
0.038376866603308246,0.042
0.0467862275420837,0.054000000000000006
0.0623089171788498,0.068
0.07771908131061282,0.078
0.08490325794511025,0.085
0.08979134190664828,0.105
0.11894898649310634,0.11599999999999999
0.1236119939790719,0.12300000000000001
0.12779581895299472,0.11199999999999999
0.10411804445656349,0.10099999999999999
0.09311684480826392,0.127
0.14517721766856212,0.145
0.15754528689378175,0.171
0.1891823325197194,0.221
0.2560903313575361,0.263
0.29246113875735835,0.27
0.2748128823527802,0.27899999999999997
0.28522246090974607,0.311
0.333424024312344,0.331
0.34497524733280877,0.34700000000000003
0.35816007663982485,0.349
0.35030076171762314,0.35600000000000004
0.36082286932051044,0.375
0.38827612509803955,0.37799999999999995
0.3800084143313601,0.386
0.3915306324208002,0.406
0.41998399637455064,0.43700000000000006
0.45873438972646646,0.467
0.48803358774231625,0.507
0.5350808144274878,0.562
0.6006512151328339,0.5820000000000001
0.5960041150173152,0.5820000000000001
0.5819189290526561,0.597
0.607484544524901,0.606
0.612260032292041,0.613
0.6178523248264581,0.6779999999999999
0.7237068407128258,0.76
0.8176893758026553,0.795
0.8195922687323667,0.912
0.9943567105936345,1.03
1.1130763953421616,1.091
1.133937683644008,1.242
1.348344585078175,1.501
1.6834654365789719,1.9409999999999998
2.25114105933592,2.748
3.317622486218857,3.7060000000000004
4.383580793876637,4.027
4.253780726839431,3.887
3.7885844201734353,3.803
3.744057322174847,3.783
3.7691765922636127,3.8810000000000002
3.9503771758644515,4.327
4.641835436986186,4.9430000000000005
5.378134663189113,5.312
5.572795819461837,5.582999999999999
5.774685640011999,5.599
5.610763493317531,5.171
4.869544164055617,4.771
4.489176262859926,4.546
4.387639645376055,4.328
4.1745406315757,3.878
3.560693278235698,3.5210000000000004
3.2692619152399005,3.307
3.1561852629996876,3.083
2.925087510810661,2.9010000000000002
2.7727086415910587,2.634
2.445651189108395,1.969
1.4992361005949704,1.393
0.9858793591144573,1.003
0.7273221882355518,0.775
0.6138139080684308,0.648
0.5581811760497419,0.59
0.5489360680421559,0.546
0.5148243619178555,0.447
0.37694631463554,0.397
0.36156792806974836,0.349
0.3149758830004959,0.25
0.17992408564674284,0.168
0.10992816567519413,0.098
0.048400393194358717,0.07400000000000001
0.05690539115716493,0.062
0.05338423466589831,0.057999999999999996
0.05503725798163824,0.054000000000000006
0.05103685746782048,0.040999999999999995
0.031675417355345334,0.033
0.027207960773596815,0.027000000000000003
0.02262071057958096,0.013999999999999999
0.004672615015135403,0.006999999999999999
0.0019119511276575228,0.011000000000000001
0.013685859878622711,0.015
0.017686351964051036,0.008
0.00291222366431706,0.0
-0.005795272057180092,0.0
-0.00014183089794251618,0.0
-0.00014177007053408283,0.0
-0.00014171735993263835,0.0
-0.00014167117596706726,0.0
-0.00014162225165482075,0.0
-0.00014155720935536215,0.0
-0.00014151462760141154,0.0
-0.00014146066398377984,0.0
-0.00014140540203521333,0.0
-0.0001413559623439854,0.0
-0.0001413058240462516,0.0
-0.00014125125973973355,0.0
-0.00014119785504793195,0.004
0.00668598089311866,0.013000000000000001
0.019220388060839942,0.021
0.026514631421724978,0.024
0.025981635657559433,0.021
0.01874131816481785,0.013000000000000001
0.007207127275122871,0.003
-0.004207249445456403,0.0
-0.0022608076622052183,0.0
-0.00014072713058559908,0.0
-0.0001406769399949685,0.0
-0.00014062372076719385,0.0
-0.0001405743319307717,0.0
-0.00014052062118975997,0.0
-0.00014046982916003466,0.0
-0.0001404180365857621,0.0
-0.00014036558805823548,0.0
-0.00014031621456116273,0.0
-0.0001402546631936062,0.0
-0.0001402024583324066,0.0
-0.00014016098515089623,0.0
-0.00014011002349915364,0.0
-0.00014005301193009866,0.0
-0.0001400100501123857,0.0
-0.0001399551500176564,0.0
-0.00013989725595042136,0.0
-0.00013985134280433914,0.0
-0.0001397850600990321,0.0
-0.00013974814526282727,0.0
-0.0001396956840973551,0.0
-0.0001396406403309708,0.0
-0.00013959636594593913,0.0
-0.00013954038826579452,0.0
-0.00013948361123489997,0.0
-0.0001394415802602934,0.0
-0.00013939065380297487,0.0
-0.00013934117476769575,0.0
-0.00013928497694349666,0.0
-0.00013923215775794547,0.0
-0.0001391896990350031,0.0
-0.00013913673691507114,0.0
-0.00013908223560611045,0.0
-0.00013903236537721493,0.0
-0.0001389860969937852,0.0
-0.00013893243747266416,0.0
-0.00013888420308183909,0.0
-0.00013883354516078592,0.0
-0.00013878182370931477,0.0
-0.00013873058446423755,0.0
-0.00013868136882722124,0.0
-0.00013862919087185896,0.0
-0.00013858077569498683,0.0
-0.0001385284481622218,0.0
-0.00013847886178965294,0.0
-0.00013842500197002374,0.0
-0.0001383788937384833,0.0
-0.00013832763576552244,0.01
0.016929527710099413,0.022000000000000002
0.030344204313676636,0.022000000000000002
0.02186416144122444,0.043
0.05770659413223896,0.065
0.0804156721096017,0.066
0.06657565311520837,0.071
0.07440292516130041,0.16699999999999998
0.23472065253835311,0.134
0.11055739262497875,0.07200000000000001
0.02805814120528366,0.07
0.06845635801989712,0.077
0.08181680196670482,0.085
0.09052432701258663,0.081
0.07804441441462565,0.05
0.027962203983777544,0.04
0.03280040527109125,0.040999999999999995
0.04157345400361097,0.03
0.02209282097713062,0.02
0.01279843989710244,0.012
0.006210891892794345,0.0
-0.00861682128762043,0.0
-0.00013726040258025122,0.001
0.001569521474237659,0.011000000000000001
0.017930265917252018,0.011000000000000001
0.010864048741790032,0.009000000000000001
0.007450635457518704,0.008
0.007157203322065491,0.003
-0.0006697835371965249,0.001
-0.0005500613241994157,0.006
0.00939689596562298,0.02
0.02975805635854574,0.028999999999999998
0.03522591997806103,0.036000000000000004
0.04081345229337818,0.044000000000000004
0.04952096616990315,0.049
0.052401659476640584,0.05
0.05057531142306218,0.053
0.054988921872774786,0.059000000000000004
0.06310948196605026,0.067
0.07252361939284543,0.07400000000000001
0.07881777072096526,0.078
0.08069835911253828,0.085
0.08981902100382609,0.151
0.19751708821247121,0.196
0.22768262170059442,0.253
0.29316845646317724,0.284
0.30579920541615796,0.307
0.32314862541322337,0.375
0.4229545114044612,0.43
0.4687741414347524,0.46299999999999997
0.48623153188749735,0.505
0.534595797102625,0.53
0.54758554205974,0.561
0.5828286917631562,0.603
0.632606262595223,0.581
0.5653790395014786,0.519
0.4751069929234085,0.462
0.421634072036798,0.451
0.44313853290531513,0.469
0.48163282378121347,0.45299999999999996
0.44160568812381895,0.447
0.4426714054083623,0.41
0.3837620120827455,0.268
0.167548464039735,0.085
-0.04445223690044116,0.063
0.047325836870729526,0.042
0.027030309554120696,0.025
0.012855047903719363,0.009000000000000001
-0.0024399588034847777,0.0
-0.006494528031743427,0.0
-0.0001349338699995736,0.0
-0.00013488551404792964,0.0
-0.00013484133952899188,0.0
-0.00013478767706263708,0.0
-0.00013474534050254166,0.0
-0.00013469242021751666,0.0
-0.0001346487174233051,0.0
-0.00013459906395188776,0.002
0.003278886103644111,0.018000000000000002
0.029173213316597307,0.032
0.04176148635926918,0.043
0.05064281526937763,0.059000000000000004
0.07017761178958684,0.077
0.0895927503815047,0.17600000000000002
0.24583970323631288,0.392
0.5445504678783923,0.597
0.7418080235443394,0.7290000000000001
0.8222285728742986,0.7659999999999999
0.7920925275207436,0.753
0.7437567173349072,0.846
0.9116744439828928,1.114
1.3033925206531223,1.281
1.3990227049057913,1.3840000000000001
1.456801211522651,1.479
1.5461581098348156,1.554
1.607031387880751,1.493
1.4499111488977094,1.345
1.2404089931310054,1.321
1.3040419327318626,1.462
1.5616557948757692,1.636
1.7590012076184989,1.716
1.7725765869447778,1.6469999999999998
1.598278115641576,1.5630000000000002
1.5036691540546157,1.608
1.6398287603871755,1.794
1.9254844136864324,2.075
2.273676514620203,2.34
2.527416568103701,2.329
2.3213327257511613,2.265
2.219875785547048,2.3080000000000003
2.3384863715646063,2.398
2.461706043231676,2.451
2.4885671364858593,2.424
2.4050373355966963,2.5580000000000003
2.6528076798815077,2.9010000000000002
3.1435619907633967,3.319
3.6147136585794017,3.64
3.867185915282409,3.6830000000000003
3.7136334096180987,3.614
3.5654714738993043,3.5610000000000004
3.523773635585285,3.5660000000000003
3.569764599572138,3.491
3.438219032546258,3.352
3.2539706626477276,3.2239999999999998
3.1337295363703226,3.176
3.1422671756516847,3.24
3.2854278185152026,3.3689999999999998
3.4603808960776155,3.535
3.65255406629948,3.717
3.8458892842916668,3.813
3.8811088668613984,3.9210000000000003
3.9976031738830957,4.1739999999999995
4.353138462193971,4.288
4.368882354615497,4.197
4.13297947361535,4.02
3.895172902478019,3.9810000000000003
3.9537093263372727,4.254
4.447223331599751,4.487
4.651990232827834,4.502
4.512923183222421,4.446000000000001
4.406750494492966,4.503
4.54359786529088,4.652
4.757619426347377,4.872
5.027824269520883,5.119
5.293949398839531,5.226
5.3020098866400165,5.162999999999999
5.118874655020052,5.072
5.008079324074798,5.045
5.026300141291099,5.046
5.047084892532291,5.004
4.974696859805974,4.941
4.896851444516997,4.936
4.932833849833723,5.056
5.141169491223262,5.121
5.167312862684977,5.002
4.918295563631672,4.856
4.753199636814907,4.815
4.786386441099564,4.901
4.9621222447914635,4.902
4.903069119011766,4.727
4.603709920551276,4.715
4.706866827524895,4.871
4.981556642454111,4.781000000000001
4.717786622172633,4.789
4.795000809550829,4.755
4.731335450715385,5.138
5.408850065007716,5.542999999999999
5.829513782425757,5.899
6.15097826409456,6.388999999999999
6.735873153724424,6.606
6.7598633706962765,6.564
6.534858330743853,6.681
6.764187298738915,6.897
7.050155344751758,7.308
7.599050350744025,7.638999999999999
7.873570832023521,7.579
7.537247801591243,7.553999999999999
7.536967429136064,7.626
7.677489174196578,7.617000000000001
7.611275131330898,7.547000000000001
7.498182367195504,7.529
7.516909174702541,7.565
7.591053204764555,7.325
7.15609762783555,6.987
6.748790856129029,6.6129999999999995
6.349248591830131,6.269
6.0263693614162,6.029
5.859849367378834,5.837999999999999
5.703457035564108,5.604
5.439023139027849,5.441
5.32619417679789,5.441
5.441411987762454,5.497999999999999
5.538703889107163,5.5120000000000005
5.522313590926619,5.476
5.450971345484008,5.327000000000001
5.222088516218032,5.079
4.904069138117782,4.7669999999999995
4.5467529007998735,4.3839999999999995
4.113434152006232,4.051
3.815729329570162,3.8480000000000003
3.704672138986099,3.639
3.491395849990878,3.398
3.2277170028001976,3.06
2.8210054075342805,2.75
2.5307562950603706,2.45
2.237772148224492,2.084
1.8249502012727554,1.714
1.4520188822196995,1.3519999999999999
1.0955926258193873,1.1
0.9214849692653435,0.9590000000000001
0.8590996833045914,0.883
0.8291312475892333,0.802
0.7445812946791206,0.7090000000000001
0.6430718122651418,0.57
0.47147325838369014,0.369
0.22652638953920415,0.196
0.07333941339389673,0.12300000000000001
0.07117445298314069,0.127
0.12971852792096955,0.145
0.15763714028623727,0.11599999999999999
0.09534228599255304,0.08199999999999999
0.057797240382882586,0.07
0.06137965083892945,0.059000000000000004
0.05108694930696106,0.053
0.04862810448345329,0.05
0.04775287015012993,0.048
0.046461060366768676,0.042
0.03762714785727342,0.032
0.024792857211108646,0.024
0.01820879116498656,0.019
0.015333367305552376,0.011000000000000001
0.005207604152860338,0.001
-0.006210009371809622,0.0
-0.0008349994916519729,0.0
-0.00012661577244786932,0.0
-0.00012657572603847015,0.0
-0.00012652880678512663,0.0
-0.00012649287534493016,0.0
-0.00012644887207009163,0.0
