true_values,predicted_values,abs_error
1.753,0.0,3.073009
2.373,0.061446965,5.3432775
2.75,0.0,7.5625
2.292,2.8727553,0.33727664
2.021,4.297877,5.1841683
2.089,2.156029,0.004492887
1.984,4.2084,4.9479547
1.92,1.1580691,0.5805386
2.023,3.471625,2.0985146
2.408,3.2075264,0.63924253
2.589,2.659866,0.005022005
2.445,3.5867112,1.3035046
2.449,2.2609773,0.035352502
2.268,0.60694903,2.7590897
2.278,0.97348994,1.7017467
2.32,1.8166289,0.25338235
2.262,1.289962,0.94485795
2.279,1.1341257,1.3107373
2.312,5.595839,10.783599
2.339,0.0,5.470921
2.446,5.0655513,6.8620486
2.526,1.4682283,1.118881
2.738,5.1767325,5.947417
2.726,3.2516735,0.2763325
1.898,2.638532,0.5483875
1.389,1.0334909,0.12638676
1.287,5.077312,14.366466
1.227,0.0,1.505529
0.914,0.0,0.83539593
0.768,0.1757831,0.35072085
0.837,0.0,0.70056903
0.916,0.0,0.839056
0.835,0.0,0.697225
0.769,2.8488624,4.3258276
0.64,0.6334676,4.2671873e-05
0.627,0.0,0.39312896
0.614,0.0,0.37699604
0.518,0.6858465,0.028172448
0.586,0.31331116,0.074359216
0.798,0.0,0.636804
0.846,0.0,0.715716
0.726,0.0,0.527076
0.68,0.0,0.46240002
0.751,0.0,0.56400096
0.915,0.3518961,0.317086
1.191,0.0,1.418481
1.519,0.0,2.3073611
1.813,0.0,3.286969
2.356,0.639741,2.945545
3.334,0.0,11.115557
4.021,1.3294935,7.2442064
3.938,3.6737993,0.069802
3.985,0.17460257,14.519128
4.452,4.047494,0.16362527
4.796,3.6035306,1.4219831
5.575,1.3951766,17.47092
5.583,6.5483108,0.9318245
5.729,12.106179,40.668415
5.868,8.545575,7.1694083
5.982,7.253368,1.6163766
5.998,3.014052,8.903947
5.732,4.514613,1.4820304
5.767,5.0482707,0.5165721
5.9,3.4130328,6.1850066
5.87,3.6231797,5.048201
6.632,4.5154147,4.4799333
6.984,6.2011933,0.6127866
6.175,5.148053,1.0546201
6.139,7.279636,1.3010504
5.957,7.5822406,2.6414077
5.675,5.504976,0.028908296
4.945,6.0535765,1.2289414
4.27,8.121654,14.835236
3.716,6.758385,9.256107
3.306,7.169147,14.923905
3.081,6.507282,11.739407
2.066,6.602723,20.581858
1.499,2.830079,1.7717717
1.241,0.113836884,1.2704968
0.939,0.0,0.881721
0.896,0.4219001,0.22477075
0.94,0.5896384,0.12275324
1.112,0.98954886,0.014994279
1.186,0.78798753,0.15841392
1.286,2.844744,2.4296827
1.274,0.7215882,0.30515885
1.174,2.7419484,2.458462
1.053,1.7899013,0.5430235
0.811,0.0,0.657721
0.767,0.0,0.588289
0.918,0.0,0.84272397
1.041,0.3960802,0.41592157
0.98,1.6603899,0.46293038
0.769,0.0,0.591361
0.675,2.2567904,2.5020611
0.687,1.0274761,0.11592397
0.843,0.2612117,0.33847764
0.971,0.0,0.94284105
1.206,1.6294091,0.17927527
1.498,0.0,2.244004
1.464,0.0,2.143296
1.436,0.0,2.0620959
1.544,0.15770549,1.9218128
1.862,0.0,3.4670439
2.193,0.0,4.8092494
2.551,0.0,6.5076017
2.761,0.0,7.623121
2.891,0.0,8.357882
3.19,2.1323195,1.1186882
3.01,0.08060998,8.581326
3.068,1.3307426,3.0180635
5.212,7.1580195,3.7869925
9.24,7.266731,3.8937905
10.366,10.990461,0.38995177
5.808,14.500947,75.56734
2.566,10.340958,60.449966
1.044,6.000932,24.571175
0.343,0.8624062,0.2697828
0.253,1.1309757,0.77084136
0.703,1.8275084,1.2645191
1.193,0.0,1.4232489
0.916,0.0,0.839056
2.465,0.063149095,5.7688866
3.471,4.632361,1.3487593
2.071,4.0246615,3.816793
1.228,4.390418,10.000887
1.666,2.5896318,0.85309565
2.858,2.6771219,0.03271691
2.286,0.89732796,1.9284103
1.656,1.2852094,0.13748567
1.522,1.0312006,0.24088396
1.763,0.5776256,1.4051127
2.079,0.0,4.322241
2.316,0.0,5.363856
2.24,0.0,5.0176
2.449,0.0,5.9976006
3.299,1.5297475,3.1302545
4.52,1.7019901,7.9411798
5.234,1.8436894,11.494207
5.434,3.3388307,4.3897343
5.717,4.4474287,1.6118113
6.167,8.082323,3.6684632
6.695,9.861714,10.028079
6.913,9.685542,7.6869893
6.589,7.0692797,0.23066835
6.151,5.8411083,0.096032865
5.962,5.1436787,0.66964966
5.968,9.218547,10.566055
6.084,7.4246497,1.7973413
6.311,7.5737224,1.5944681
6.64,7.711078,1.1472087
7.067,7.319978,0.063998036
7.415,9.163898,3.058646
7.694,8.923754,1.5122949
7.72,8.366915,0.41849896
7.894,7.848149,0.0021023354
7.988,8.25782,0.072802946
7.743,7.4123073,0.10935771
7.444,7.680014,0.05570278
7.426,7.2494864,0.031157076
7.364,7.538118,0.030317092
7.415,7.587028,0.029593656
7.65,7.7884955,0.019180989
7.815,7.673103,0.020134816
8.19,7.3722577,0.66870177
8.381,7.40867,0.94542485
8.451,7.1171412,1.7791797
8.599,7.190861,1.9828547
8.746,7.318217,2.0385656
8.798,7.4414716,1.8401703
8.501,7.444962,1.1152171
8.202,7.2393193,0.92675346
7.947,7.109267,0.70179623
7.445,7.07685,0.1355346
7.112,7.0449615,0.0044941655
7.084,7.1751676,0.008311504
7.127,7.668525,0.29324973
6.995,7.161443,0.027703388
6.282,7.076745,0.6316196
5.992,6.8624673,0.75771314
6.062,7.953241,3.5767927
6.123,7.248113,1.2658793
6.205,7.8012395,2.5479808
6.039,8.0869665,4.1941667
5.962,8.752011,7.7841635
6.567,9.629409,9.378348
7.308,8.875029,2.4555783
8.38,8.813603,0.18801181
9.009,8.867603,0.019992977
9.536,9.862335,0.1064945
9.216,10.117879,0.81338626
5.432,9.257653,14.635621
1.857,6.341066,20.106848
0.288,4.5936785,18.538866
2.171,2.8918567,0.5196343
6.31,0.0,39.8161
8.627,5.328989,10.876876
9.68,9.8098955,0.016872765
10.885,12.052131,1.3621936
5.92,14.228196,69.02612
3.014,10.629989,58.003284
3.262,5.2637525,4.0070124
3.416,2.2306921,1.4049544
2.975,1.674782,1.6905665
2.202,3.1257026,0.8532267
2.22,3.6236675,1.9702823
3.108,7.5159936,19.430405
4.084,4.5281997,0.19731325
5.903,4.9725814,0.86567855
7.533,7.8721356,0.11501299
7.57,11.506121,15.493045
7.253,12.585209,28.432453
6.148,9.85207,13.720136
4.378,11.10917,45.30865
4.36,6.103641,3.0402837
5.314,3.12541,4.7899265
4.65,0.65266496,15.978688
3.625,4.0808725,0.20781977
2.666,1.8058722,0.73981965
1.93,1.2030711,0.5284255
1.598,0.0,2.5536041
1.629,1.7261298,0.009434203
1.544,0.0,2.3839362
1.519,0.6276892,0.7944351
1.344,0.0,1.8063359
0.789,0.0,0.622521
0.493,0.0,0.243049
0.38,0.0,0.1444
0.472,2.2999272,3.341318
0.356,0.32371885,0.0010420734
0.16,4.3605714,17.644802
0.071,0.0,0.0050410004
0.036,0.0,0.0012959999
0.003,0.0,9e-06
0.0,5.5698977,31.02376
0.002,0.89933246,0.8052056
0.009,0.0,8.099999e-05
0.0,0.0,0.0
0.0,0.54157966,0.29330853
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.6730494,0.45299548
0.0,2.7327895,7.4681387
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.009,0.0,8.099999e-05
0.027,0.0,0.000729
0.041,0.0,0.0016810001
0.122,0.0,0.014884001
0.661,0.0,0.43692103
0.928,0.0,0.86118394
1.27,1.4456043,0.030836886
1.232,5.300757,16.554785
0.675,3.9111369,10.472582
0.206,5.6094675,29.197462
0.06,1.7069619,2.7124836
0.048,2.1723006,4.5126524
0.042,0.0,0.0017639999
0.054,0.0,0.002916
0.093,0.0,0.008649
0.391,0.0,0.152881
0.517,0.0,0.267289
0.451,0.30426615,0.021530822
0.366,3.29898,8.602372
0.307,5.402158,25.96063
0.17,1.7746851,2.5750146
0.074,0.0,0.0054760003
0.187,0.0,0.034969002
0.704,0.0,0.495616
0.621,0.0,0.38564098
0.571,0.0,0.32604098
0.686,0.0,0.470596
0.08,1.7889745,2.9205937
0.0,2.3125384,5.3478336
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.52950436,0.28037485
0.0,0.0,0.0
0.0,0.6789984,0.46103883
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.2878468,1.6585494
0.0,0.0,0.0
0.0,0.0,0.0
0.001,0.0,1.0000001e-06
0.018,0.0,0.00032399996
0.027,0.0,0.000729
0.042,0.0,0.0017639999
0.086,0.0,0.0073960004
0.427,0.0,0.18232898
0.348,0.0,0.121103995
0.089,0.0,0.007921
0.071,0.0,0.0050410004
0.064,0.0,0.0040960005
0.066,0.0,0.004356
0.314,0.0,0.09859601
0.652,0.0,0.42510402
0.508,0.0,0.258064
0.125,0.0,0.015625
0.077,0.0,0.0059289997
0.071,0.0,0.0050410004
0.068,0.0,0.0046240003
0.069,0.0,0.0047609997
0.045,4.8687997,23.269043
0.014,1.5101292,2.2384024
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.019891083,0.0003956552
0.0,2.4348474,5.9284816
0.0,0.0,0.0
0.0,0.0,0.0
0.027,0.0,0.000729
0.048,1.4093044,1.8531497
0.074,0.0,0.0054760003
0.296,0.0,0.087616004
0.59,0.0,0.34809998
0.766,0.0,0.58675593
0.879,0.0,0.772641
0.909,0.0,0.82628095
0.816,0.8103599,3.181061e-05
0.577,0.0,0.33292902
0.351,2.995231,6.9919567
0.176,0.35837907,0.033262122
0.107,0.0,0.011449
0.161,0.0,0.025921
0.281,0.0,0.07896099
0.446,0.0,0.198916
0.551,0.0,0.303601
0.66,0.0,0.43560004
0.993,0.0,0.98604894
1.196,0.0,1.430416
1.083,0.0,1.1728889
0.836,0.0,0.69889605
0.682,3.860925,10.105564
0.71,0.3523025,0.1279475
0.729,0.89053315,0.026092967
0.833,3.403053,6.605173
0.836,0.20112509,0.4030662
0.954,0.0,0.910116
1.396,0.0,1.9488161
1.94,0.0,3.7636
2.361,0.0,5.5743213
1.992,0.0,3.9680638
1.738,0.0,3.0206442
1.443,0.0,2.082249
0.993,0.0,0.98604894
0.893,3.2992756,5.790163
0.698,0.6239967,0.0054764943
0.577,0.0,0.33292902
0.494,0.0,0.24403599
0.408,0.0,0.166464
0.29,0.0,0.08409999
0.207,0.0,0.042849
0.248,0.0,0.061504
0.45,0.0,0.20249999
0.65,0.0,0.42249995
0.694,0.0,0.48163602
0.63,0.48335904,0.02150357
0.635,1.5717494,0.8774995
0.604,0.0,0.36481598
0.417,0.0,0.173889
0.081,0.0,0.006561
0.053,0.0,0.002809
0.033,0.0,0.001089
0.023,0.0,0.000529
0.025,0.0,0.00062500004
0.025,0.0,0.00062500004
0.018,0.0,0.00032399996
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.7553515,3.081259
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.018,0.0,0.00032399996
0.044,0.0,0.001936
0.078,0.0,0.006084
0.233,0.0,0.054289
0.273,0.0,0.074529
0.401,0.26948732,0.017295582
0.544,0.0,0.29593602
0.756,0.0,0.57153594
0.891,0.0,0.79388094
1.182,1.1102343,0.0051503275
