SiteID,104686,Site Timezone,-5,Data Timezone,-5,,,,,
Longitude,-76.021698,,,,,,,,,
Latitude,43.116604,,,,,,,,,
Year,Month,Day,Hour,Minute,power (MW),wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 2m (K),surface air pressure (Pa),density at hub height (kg/m^3)
2010,1,1,1,55,3.78,189.262,6.125,273.429,99819.928,1.25
2010,1,1,2,0,3.58,189.569,6.012,273.41,99818.104,1.25
2010,1,1,2,5,3.341,190.168,5.877,273.392,99818.104,1.25
2010,1,1,2,10,3,190.827,5.685,273.38,99817.176,1.25
2010,1,1,2,15,2.572,191.678,5.444,273.389,99814.44,1.25
2010,1,1,2,20,2.096,192.963,5.16,273.465,99814.44,1.25
2010,1,1,2,25,1.765,194.705,4.898,273.511,99814.44,1.25
2010,1,1,2,30,1.427,196.88,4.629,273.542,99815.352,1.251
2010,1,1,2,35,1.219,198.742,4.465,273.587,99815.352,1.25
2010,1,1,2,40,1.111,200.384,4.379,273.578,99813.52,1.25
2010,1,1,2,45,0.942,202.806,4.245,273.563,99811.688,1.25
2010,1,1,2,50,0.711,207.645,3.982,273.517,99812.608,1.251
2010,1,1,2,55,0.475,217.877,3.659,273.526,99814.44,1.251
2010,1,1,3,0,0.343,233.767,3.479,273.523,99817.184,1.252
2010,1,1,3,5,0.482,249.711,3.668,273.505,99817.184,1.252
2010,1,1,3,10,0.761,259.113,4.049,273.511,99817.184,1.252
2010,1,1,3,15,1.076,262.9,4.348,273.523,99819.928,1.253
2010,1,1,3,20,1.23,263.565,4.47,273.548,99817.184,1.253
2010,1,1,3,25,1.165,262.339,4.419,273.532,99813.52,1.253
2010,1,1,3,30,1.003,259.449,4.29,273.496,99811.696,1.253
2010,1,1,3,35,0.884,255.34,4.196,273.413,99812.608,1.253
2010,1,1,3,40,0.849,251.473,4.168,273.389,99810.776,1.253
2010,1,1,3,45,0.853,249.61,4.171,273.38,99809.856,1.253
2010,1,1,3,50,0.854,249.5,4.171,273.352,99813.52,1.253
2010,1,1,3,55,0.877,249.473,4.19,273.368,99816.264,1.253
2010,1,1,4,0,0.931,248.764,4.232,273.389,99819.928,1.254
2010,1,1,4,5,1.046,246.99,4.324,273.465,99820.84,1.253
2010,1,1,4,10,1.204,244.474,4.449,273.301,99822.68,1.253
2010,1,1,4,15,1.373,242.079,4.583,273.545,99825.424,1.253
2010,1,1,4,20,1.507,240.305,4.69,273.349,99825.424,1.253
2010,1,1,4,25,1.595,239.118,4.76,273.593,99826.344,1.253
2010,1,1,4,30,1.615,238.701,4.775,273.416,99826.344,1.253
2010,1,1,4,35,1.603,238.574,4.766,273.654,99827.256,1.253
2010,1,1,4,40,1.53,238.234,4.708,273.563,99829.088,1.253
2010,1,1,4,45,1.468,237.185,4.66,273.725,99828.168,1.253
2010,1,1,4,50,1.465,235.482,4.657,273.63,99828.168,1.253
2010,1,1,4,55,1.526,233.961,4.705,273.703,99827.256,1.252
2010,1,1,5,0,1.622,232.785,4.782,273.468,99827.256,1.252
2010,1,1,5,5,1.733,232.296,4.87,273.438,99826.344,1.252
2010,1,1,5,10,1.86,232.642,4.971,273.575,99827.256,1.252
2010,1,1,5,15,1.96,233.51,5.05,273.566,99826.344,1.252
2010,1,1,5,20,2.029,234.273,5.105,273.496,99827.256,1.252
2010,1,1,5,25,2.071,234.817,5.139,273.532,99826.344,1.252
2010,1,1,5,30,2.148,235.185,5.2,273.606,99823.592,1.252
2010,1,1,5,35,2.316,235.389,5.297,273.645,99824.504,1.252
2010,1,1,5,40,2.516,235.685,5.41,273.731,99824.504,1.252
2010,1,1,5,45,2.727,236.619,5.529,273.77,99822.68,1.252
2010,1,1,5,50,2.939,238.218,5.648,273.792,99821.768,1.252
2010,1,1,5,55,3.161,239.992,5.774,273.819,99822.68,1.252
2010,1,1,6,0,3.4,241.492,5.908,273.847,99824.504,1.252
2010,1,1,6,5,3.616,243.359,6.03,273.831,99823.592,1.252
2010,1,1,6,10,3.659,245.106,6.054,273.847,99822.68,1.251
2010,1,1,6,15,3.529,245.781,5.981,273.853,99820.84,1.251
2010,1,1,6,20,3.399,244.292,5.908,273.844,99822.68,1.251
2010,1,1,6,25,3.453,241.068,5.938,273.853,99819.016,1.251
2010,1,1,6,30,3.752,237.937,6.106,273.853,99819.016,1.251
2010,1,1,6,35,4.284,236.553,6.369,273.831,99818.104,1.252
2010,1,1,6,40,4.913,237.592,6.637,273.816,99819.016,1.252
2010,1,1,6,45,5.27,239.882,6.79,273.801,99816.264,1.252
2010,1,1,6,50,5.377,241.629,6.836,273.773,99814.44,1.252
2010,1,1,6,55,5.492,242.283,6.884,273.758,99814.44,1.252
2010,1,1,7,0,5.785,243.64,7.01,273.737,99815.352,1.252
2010,1,1,7,5,6.143,246.327,7.162,273.66,99809.856,1.252
2010,1,1,7,10,6.344,249.024,7.248,273.645,99808.944,1.252
2010,1,1,7,15,6.366,251.072,7.257,273.627,99809.856,1.252
2010,1,1,7,20,6.281,252.413,7.22,273.474,99811.688,1.252
2010,1,1,7,25,6.224,253.171,7.196,273.441,99812.608,1.252
2010,1,1,7,30,6.181,252.874,7.178,273.422,99812.608,1.252
2010,1,1,7,35,6.26,251.825,7.211,273.422,99812.608,1.252
2010,1,1,7,40,6.375,250.88,7.26,273.438,99814.44,1.253
2010,1,1,7,45,6.418,250.215,7.278,273.438,99814.44,1.253
2010,1,1,7,50,6.29,249.567,7.223,273.374,99817.184,1.253
2010,1,1,7,55,5.991,248.737,7.095,273.358,99817.184,1.253
2010,1,1,8,0,5.627,247.771,6.939,273.355,99819.928,1.253
2010,1,1,8,5,5.313,246.958,6.805,273.615,99819.928,1.253
2010,1,1,8,10,5.078,246.337,6.704,273.633,99818.104,1.253
2010,1,1,8,15,4.899,245.876,6.628,273.639,99818.104,1.254
2010,1,1,8,20,4.628,245.557,6.512,273.889,99817.184,1.254
2010,1,1,8,25,4.336,245.261,6.387,273.905,99816.272,1.254
2010,1,1,8,30,4.136,245.288,6.302,273.902,99813.52,1.254
2010,1,1,8,35,3.749,245.678,6.1,274.185,99812.608,1.254
2010,1,1,8,40,3.57,246.326,6,274.24,99812.608,1.254
2010,1,1,8,45,3.565,246.958,5.997,274.262,99809.856,1.254
2010,1,1,8,50,3.755,249.474,6.103,274.427,99809.856,1.254
2010,1,1,8,55,3.82,251.089,6.14,274.454,99808.032,1.254
2010,1,1,9,0,3.912,252.155,6.192,274.454,99803.456,1.254
2010,1,1,9,5,3.272,252.309,5.832,274.542,99801.624,1.254
2010,1,1,9,10,3.007,252.6,5.682,274.546,99798.872,1.254
2010,1,1,9,15,2.822,252.089,5.578,274.552,99799.792,1.254
2010,1,1,9,20,2.882,251.413,5.612,274.643,99800.704,1.254
2010,1,1,9,25,2.87,250.924,5.606,274.668,99796.128,1.254
2010,1,1,9,30,2.837,250.996,5.587,274.692,99791.552,1.254
2010,1,1,9,35,2.88,251.243,5.612,274.777,99789.72,1.254
2010,1,1,9,40,2.804,251.243,5.569,274.817,99786.976,1.254
2010,1,1,9,45,2.651,251.128,5.484,274.848,99784.224,1.254
2010,1,1,9,50,2.51,251.166,5.404,274.921,99781.48,1.253
2010,1,1,9,55,2.385,251.391,5.334,274.951,99775.072,1.253
2010,1,1,10,0,2.308,251.605,5.291,274.979,99771.408,1.253
2010,1,1,10,5,2.275,251.902,5.273,275.049,99767.752,1.253
2010,1,1,10,10,2.199,252.111,5.23,275.086,99765,1.253
2010,1,1,10,15,2.141,252.298,5.194,275.122,99760.424,1.252
2010,1,1,10,20,2.099,252.545,5.16,275.226,99758.592,1.252
2010,1,1,10,25,2.087,252.737,5.151,275.272,99752.176,1.252
2010,1,1,10,30,2.148,252.781,5.2,275.312,99750.352,1.252
2010,1,1,10,35,2.25,253.237,5.261,275.382,99746.688,1.251
2010,1,1,10,40,2.342,253.726,5.313,275.415,99741.192,1.251
2010,1,1,10,45,2.379,253.979,5.334,275.455,99734.792,1.251
2010,1,1,10,50,2.346,254.066,5.316,275.525,99732.04,1.251
2010,1,1,10,55,2.226,254.308,5.249,275.565,99731.128,1.251
2010,1,1,11,0,2.134,255.05,5.191,275.605,99728.376,1.25
2010,1,1,11,5,2.118,256.461,5.179,275.663,99721.056,1.25
2010,1,1,11,10,2.165,257.785,5.215,275.699,99718.304,1.25
2010,1,1,11,15,2.246,258.631,5.261,275.733,99715.56,1.25
2010,1,1,11,20,2.305,259.142,5.295,275.739,99710.984,1.249
2010,1,1,11,25,2.332,259.329,5.31,275.772,99707.32,1.249
2010,1,1,11,30,2.353,259.258,5.322,275.812,99700.912,1.249
2010,1,1,11,35,2.395,258.945,5.346,275.904,99699.992,1.249
2010,1,1,11,40,2.444,258.697,5.374,275.949,99696.336,1.249
2010,1,1,11,45,2.448,258.741,5.377,275.986,99692.672,1.248
2010,1,1,11,50,2.421,258.813,5.362,276.029,99691.76,1.248
2010,1,1,11,55,2.404,258.884,5.353,276.071,99688.096,1.248
2010,1,1,12,0,2.474,259.049,5.392,276.108,99686.264,1.248
2010,1,1,12,5,2.571,259.192,5.447,276.145,99681.688,1.248
2010,1,1,12,10,2.603,259.197,5.465,276.172,99680.768,1.247
2010,1,1,12,15,2.581,259.467,5.453,276.197,99681.688,1.247
2010,1,1,12,20,2.586,259.741,5.456,276.215,99675.272,1.247
2010,1,1,12,25,2.683,260.098,5.511,276.239,99672.528,1.247
2010,1,1,12,30,2.889,260.769,5.627,276.264,99669.784,1.247
2010,1,1,12,35,3.067,261.164,5.728,276.261,99668.864,1.247
2010,1,1,12,40,3.175,261.384,5.789,276.276,99666.12,1.247
2010,1,1,12,45,3.207,261.615,5.807,276.294,99665.2,1.247
2010,1,1,12,50,3.196,261.417,5.801,276.313,99668.864,1.246
2010,1,1,12,55,3.25,261.214,5.832,276.328,99670.696,1.246
2010,1,1,13,0,3.331,260.977,5.877,276.334,99671.608,1.246
2010,1,1,13,5,3.391,260.758,5.911,276.297,99671.608,1.246
2010,1,1,13,10,3.44,260.873,5.939,276.279,99670.696,1.247
2010,1,1,13,15,3.44,261.615,5.939,276.264,99669.784,1.247
2010,1,1,13,20,3.332,262.702,5.878,276.072,99667.032,1.247
2010,1,1,13,25,3.153,264.245,5.777,276.062,99666.12,1.247
2010,1,1,13,30,2.991,265.997,5.685,276.065,99660.624,1.247
2010,1,1,13,35,2.785,266.953,5.569,275.962,99659.712,1.246
2010,1,1,13,40,2.585,267.453,5.456,275.965,99661.536,1.246
2010,1,1,13,45,2.346,267.563,5.322,275.971,99659.712,1.246
2010,1,1,13,50,2.173,266.376,5.224,276.133,99659.712,1.246
2010,1,1,13,55,2.221,264.438,5.252,276.157,99656.96,1.246
2010,1,1,14,0,2.529,263.147,5.426,276.172,99653.296,1.246
2010,1,1,14,5,2.876,263.125,5.621,276.075,99646.888,1.246
2010,1,1,14,10,3.092,263.718,5.743,276.078,99641.4,1.246
2010,1,1,14,15,3.189,263.625,5.798,276.087,99637.736,1.246
2010,1,1,14,20,3.335,262.757,5.881,276.129,99638.648,1.246
2010,1,1,14,25,3.552,261.802,6.003,276.114,99635.904,1.246
2010,1,1,14,30,3.649,261.626,6.058,276.093,99633.16,1.246
2010,1,1,14,35,3.584,261.845,6.021,276.001,99630.416,1.246
2010,1,1,14,40,3.671,261.933,6.07,275.995,99626.752,1.246
2010,1,1,14,45,4.068,262.378,6.286,275.989,99618.504,1.246
2010,1,1,14,50,4.283,262.663,6.378,275.83,99617.592,1.246
2010,1,1,14,55,4.405,263.163,6.43,275.772,99617.592,1.246
2010,1,1,15,0,4.598,263.41,6.512,275.727,99620.344,1.246
2010,1,1,15,5,5.234,263.097,6.784,275.449,99613.928,1.246
2010,1,1,15,10,6.019,262.45,7.12,275.366,99606.608,1.246
2010,1,1,15,15,6.788,261.818,7.419,275.299,99601.12,1.247
2010,1,1,15,20,7.965,261.637,7.818,274.951,99596.536,1.247
2010,1,1,15,25,8.756,261.939,8.087,274.86,99597.456,1.247
2010,1,1,15,30,9.171,262.554,8.227,274.793,99598.368,1.247
2010,1,1,15,35,9.824,263.289,8.45,274.35,99597.456,1.247
2010,1,1,15,40,10.145,263.652,8.56,274.225,99595.624,1.248
2010,1,1,15,45,10.004,264.163,8.511,274.103,99599.28,1.248
2010,1,1,15,50,10.245,264.734,8.593,273.254,99602.944,1.248
2010,1,1,15,55,10.77,264.641,8.773,273.288,99604.776,1.248
2010,1,1,16,0,11.117,264.509,8.892,273.331,99604.776,1.248
2010,1,1,16,5,11.189,264.904,8.917,272.562,99604.776,1.248
2010,1,1,16,10,11.26,264.998,8.941,272.687,99607.52,1.248
2010,1,1,16,15,11.572,264.283,9.048,272.723,99606.608,1.249
2010,1,1,16,20,12.151,262.904,9.246,272.449,99604.776,1.249
2010,1,1,16,25,12.189,261.228,9.258,272.494,99606.608,1.249
2010,1,1,16,30,11.314,260.277,8.956,272.449,99611.184,1.25
2010,1,1,16,35,10.447,260.618,8.657,272.403,99604.776,1.25
2010,1,1,16,40,9.836,262.101,8.447,272.345,99602.944,1.251
2010,1,1,16,45,9.17,263.754,8.218,272.214,99605.696,1.251
2010,1,1,16,50,8.626,264.841,8.032,272.116,99613.928,1.252
2010,1,1,16,55,8.667,265.49,8.044,272.138,99616.68,1.253
2010,1,1,17,0,9.056,265.848,8.175,272.153,99618.504,1.253
2010,1,1,17,5,9.56,266.2,8.346,272.086,99621.256,1.253
2010,1,1,17,10,10.21,266.299,8.569,271.991,99625.832,1.253
2010,1,1,17,15,10.673,265.59,8.727,271.857,99629.504,1.254
2010,1,1,17,20,10.845,264.3,8.785,271.674,99628.576,1.254
2010,1,1,17,25,10.83,263.108,8.779,271.308,99626.752,1.254
2010,1,1,17,30,10.826,262.845,8.776,270.825,99629.504,1.255
2010,1,1,17,35,10.955,263.652,8.819,270.78,99632.24,1.256
2010,1,1,17,40,10.994,264.701,8.832,270.752,99634.08,1.256
2010,1,1,17,45,10.703,264.959,8.731,270.722,99637.736,1.257
2010,1,1,17,50,10.457,265.053,8.645,270.679,99638.648,1.257
2010,1,1,17,55,10.254,266.173,8.575,270.642,99634.992,1.257
2010,1,1,18,0,10.113,267.656,8.526,270.603,99632.24,1.257
2010,1,1,18,5,10.024,267.601,8.496,270.551,99630.416,1.258
2010,1,1,18,10,9.865,265.206,8.441,270.517,99629.504,1.258
2010,1,1,18,15,9.538,261.52,8.328,270.484,99629.504,1.258
2010,1,1,18,20,9.495,259.224,8.313,270.685,99624.008,1.258
2010,1,1,18,25,10.111,259.653,8.523,271.042,99617.592,1.258
2010,1,1,18,30,11.002,260.384,8.829,271.146,99613.928,1.259
2010,1,1,18,35,11.921,259.972,9.143,271.192,99612.104,1.259
2010,1,1,18,40,12.832,259.137,9.494,271.271,99607.52,1.259
2010,1,1,18,45,13.452,258.731,9.796,271.341,99602.944,1.26
2010,1,1,18,50,13.916,258.681,10.022,271.372,99599.288,1.26
2010,1,1,18,55,14.255,258.934,10.187,271.43,99593.792,1.261
2010,1,1,19,0,14.131,259.301,10.125,271.457,99582.808,1.261
2010,1,1,19,5,13.67,258.345,9.9,271.442,99574.56,1.261
2010,1,1,19,10,13.283,256.939,9.71,271.396,99563.576,1.261
2010,1,1,19,15,13.222,256.577,9.68,271.332,99556.256,1.261
2010,1,1,19,20,13.285,256.934,9.71,271.256,99551.68,1.261
2010,1,1,19,25,12.992,257.351,9.567,271.176,99548.928,1.262
2010,1,1,19,30,12.021,256.346,9.17,271.063,99548.928,1.262
2010,1,1,19,35,10.65,252.962,8.7,270.889,99553.504,1.262
2010,1,1,19,40,9.77,248.634,8.398,270.664,99556.248,1.262
2010,1,1,19,45,9.487,246.876,8.301,270.401,99559,1.263
2010,1,1,19,50,9.489,248.607,8.301,270.194,99562.656,1.263
2010,1,1,19,55,9.446,251.183,8.285,270.118,99562.656,1.263
2010,1,1,20,0,9.33,252.347,8.246,270.301,99562.656,1.264
2010,1,1,20,5,9.206,252.501,8.203,270.728,99563.576,1.264
2010,1,1,20,10,9.234,252.589,8.212,270.807,99563.576,1.264
2010,1,1,20,15,9.371,252.067,8.258,270.853,99559,1.264
2010,1,1,20,20,9.345,251.21,8.249,271.097,99550.76,1.264
2010,1,1,20,25,9.174,250.529,8.191,271.115,99545.264,1.264
2010,1,1,20,30,8.912,249.54,8.102,271.115,99542.512,1.265
2010,1,1,20,35,8.931,248.408,8.108,271.073,99540.688,1.265
2010,1,1,20,40,9.372,247.458,8.258,271.076,99530.616,1.264
2010,1,1,20,45,9.72,246.716,8.377,271.085,99518.72,1.264
2010,1,1,20,50,9.56,245.59,8.322,270.984,99511.392,1.264
2010,1,1,20,55,8.793,244.815,8.062,270.938,99511.392,1.264
2010,1,1,21,0,8.054,244.508,7.812,270.889,99514.136,1.264
2010,1,1,21,5,7.748,244.145,7.708,270.88,99514.136,1.264
2010,1,1,21,10,8.072,244.881,7.818,270.88,99507.728,1.264
2010,1,1,21,15,8.686,245.799,8.026,270.899,99499.488,1.264
2010,1,1,21,20,8.821,246.321,8.072,271.057,99491.248,1.264
2010,1,1,21,25,8.614,246.348,8.001,271.085,99489.416,1.264
2010,1,1,21,30,8.352,245.365,7.913,271.088,99489.416,1.264
2010,1,1,21,35,8.127,245.629,7.837,271.24,99485.752,1.264
2010,1,1,21,40,7.775,247.238,7.718,271.259,99489.416,1.264
2010,1,1,21,45,7,248.111,7.455,271.247,99485.752,1.265
2010,1,1,21,50,6.585,246.804,7.315,271.344,99481.176,1.265
2010,1,1,21,55,6.221,244.646,7.171,271.326,99472.024,1.265
2010,1,1,22,0,6.264,244.459,7.19,271.305,99466.528,1.265
2010,1,1,22,5,6.085,245.299,7.113,271.308,99459.2,1.265
2010,1,1,22,10,6.085,246.304,7.113,271.292,99450.048,1.265
2010,1,1,22,15,6.371,247.672,7.236,271.28,99437.232,1.265
2010,1,1,22,20,7,249.77,7.455,271.268,99427.16,1.265
2010,1,1,22,25,7.767,251.248,7.715,271.237,99418.92,1.265
2010,1,1,22,30,8.317,252.182,7.901,271.222,99417.088,1.265
2010,1,1,22,35,8.525,252.342,7.971,271.185,99413.432,1.265
2010,1,1,22,40,7.768,253.275,7.715,271.164,99415.256,1.265
2010,1,1,22,45,6.695,254.654,7.352,271.149,99416.168,1.265
2010,1,1,22,50,6.804,254.88,7.388,271.1,99412.504,1.265
2010,1,1,22,55,6.849,254.045,7.403,271.091,99400.608,1.265
2010,1,1,23,0,7.039,253.666,7.467,271.091,99400.608,1.265
2010,1,1,23,5,7.805,253.358,7.727,271.039,99396.032,1.265
2010,1,1,23,10,8.085,253.534,7.821,271.021,99389.616,1.265
2010,1,1,23,15,8.248,254.742,7.876,271.005,99383.208,1.265
2010,1,1,23,20,7.254,256.242,7.541,271.082,99380.472,1.265
2010,1,1,23,25,6.201,258.872,7.162,271.079,99383.208,1.265
2010,1,1,23,30,5.262,262.41,6.763,271.051,99385.04,1.265
2010,1,1,23,35,4.552,265.876,6.46,271.039,99380.464,1.265
2010,1,1,23,40,4.221,268.617,6.32,271.045,99382.296,1.265
2010,1,1,23,45,3.85,270.793,6.14,271.073,99378.632,1.265
2010,1,1,23,50,3.631,272.875,6.018,271.1,99376.808,1.264
2010,1,1,23,55,3.544,275.528,5.969,271.158,99376.808,1.264
2010,1,2,0,0,3.723,279.192,6.07,271.204,99376.808,1.264
2010,1,2,0,5,3.923,282.071,6.183,271.234,99370.392,1.264
2010,1,2,0,10,4.259,286.993,6.338,271.262,99368.56,1.263
2010,1,2,0,15,5.026,291.162,6.665,271.289,99369.48,1.263
2010,1,2,0,20,5.82,294.265,7.003,271.329,99364.896,1.263
2010,1,2,0,25,6.458,296.792,7.275,271.381,99363.072,1.263
2010,1,2,0,30,5.885,297.759,7.031,271.405,99367.648,1.263
2010,1,2,0,35,5.8,299.007,6.994,271.344,99371.312,1.263
2010,1,2,0,40,5.529,299.847,6.878,271.286,99372.224,1.264
2010,1,2,0,45,5.422,299.298,6.833,271.237,99376.808,1.264
2010,1,2,0,50,5.674,298.293,6.939,271.167,99377.72,1.264
2010,1,2,0,55,5.568,297.42,6.894,271.112,99380.472,1.264
2010,1,2,1,0,5.598,297.107,6.906,271.06,99385.048,1.265
2010,1,2,1,5,5.757,296.947,6.973,270.999,99384.128,1.265
2010,1,2,1,10,5.945,296.689,7.052,270.947,99386.872,1.265
2010,1,2,1,15,6.283,296.656,7.196,270.902,99385.04,1.266
2010,1,2,1,20,6.637,297.788,7.33,270.871,99386.872,1.266
2010,1,2,1,25,6.928,299.705,7.428,270.828,99391.456,1.266
2010,1,2,1,30,7.236,300.881,7.532,270.777,99392.368,1.266
2010,1,2,1,35,7.689,301.491,7.684,270.731,99391.456,1.267
2010,1,2,1,40,8.034,301.711,7.8,270.676,99395.12,1.267
2010,1,2,1,45,8.469,301.145,7.947,270.624,99395.12,1.267
2010,1,2,1,50,8.813,300.678,8.063,270.581,99394.192,1.267
2010,1,2,1,55,8.932,301.37,8.102,270.535,99396.944,1.268
2010,1,2,2,0,9.042,302.941,8.139,270.49,99399.696,1.268
2010,1,2,2,5,9.252,303.782,8.209,270.453,99404.272,1.268
2010,1,2,2,10,9.389,303.952,8.255,270.404,99407.016,1.268
2010,1,2,2,15,9.409,304.496,8.261,270.352,99409.768,1.269
2010,1,2,2,20,9.437,305.26,8.27,270.304,99410.68,1.269
2010,1,2,2,25,9.592,305.633,8.322,270.255,99409.768,1.269
2010,1,2,2,30,9.826,306.116,8.401,270.203,99409.768,1.27
2010,1,2,2,35,9.988,306.732,8.456,270.151,99410.68,1.27
2010,1,2,2,40,10.284,306.995,8.557,270.096,99411.592,1.27
2010,1,2,2,45,10.626,306.951,8.673,270.038,99411.592,1.27
2010,1,2,2,50,10.663,307.017,8.685,269.977,99414.344,1.271
2010,1,2,2,55,10.174,307.143,8.517,269.913,99418,1.271
2010,1,2,3,0,9.253,307.901,8.202,269.846,99420.752,1.271
2010,1,2,3,5,7.882,308.889,7.739,269.794,99426.24,1.272
2010,1,2,3,10,6.473,309.135,7.263,269.754,99431.736,1.272
2010,1,2,3,15,5.471,307.673,6.839,269.73,99430.824,1.272
2010,1,2,3,20,4.725,304.493,6.521,269.721,99425.328,1.272
2010,1,2,3,25,4.301,300.84,6.342,269.718,99425.328,1.272
2010,1,2,3,30,4.345,297.968,6.36,269.702,99429.904,1.272
2010,1,2,3,35,4.9,296.529,6.595,269.653,99428.992,1.273
2010,1,2,3,40,5.62,295.568,6.9,269.571,99430.824,1.273
2010,1,2,3,45,6.283,294.393,7.181,269.473,99432.648,1.274
2010,1,2,3,50,7.001,293.816,7.437,269.376,99432.648,1.274
2010,1,2,3,55,7.455,293.86,7.59,269.293,99432.648,1.274
2010,1,2,4,0,7.702,293.667,7.672,269.235,99437.224,1.275
2010,1,2,4,5,8.011,293.052,7.776,269.183,99437.224,1.275
2010,1,2,4,10,8.347,292.426,7.889,269.138,99436.312,1.275
2010,1,2,4,15,8.647,292.266,7.989,269.101,99435.4,1.275
2010,1,2,4,20,8.901,292.332,8.075,269.064,99439.064,1.276
2010,1,2,4,25,9.074,292.426,8.133,269.031,99437.224,1.276
2010,1,2,4,30,9.193,292.662,8.173,269.003,99436.312,1.276
2010,1,2,4,35,9.303,292.684,8.209,268.97,99439.064,1.276
2010,1,2,4,40,9.566,292.393,8.298,268.945,99444.552,1.276
2010,1,2,4,45,9.88,292.146,8.405,268.906,99447.296,1.276
2010,1,2,4,50,10.16,292.113,8.499,268.845,99452.8,1.277
2010,1,2,4,55,10.475,291.816,8.606,268.784,99451.872,1.277
2010,1,2,5,0,10.745,291.393,8.697,268.726,99450.048,1.277
2010,1,2,5,5,10.8,291.064,8.716,268.671,99453.712,1.278
2010,1,2,5,10,10.811,290.728,8.719,268.634,99456.456,1.278
2010,1,2,5,15,10.883,290.481,8.743,268.594,99455.536,1.278
2010,1,2,5,20,11.054,290.564,8.801,268.552,99453.712,1.278
2010,1,2,5,25,11.377,290.701,8.911,268.53,99452.8,1.278
2010,1,2,5,30,11.744,290.718,9.036,268.518,99453.712,1.278
2010,1,2,5,35,11.915,290.811,9.094,268.494,99456.456,1.278
2010,1,2,5,40,11.924,290.827,9.097,268.482,99458.288,1.278
2010,1,2,5,45,11.845,290.86,9.07,268.457,99460.12,1.279
2010,1,2,5,50,11.954,290.932,9.106,268.411,99462.864,1.279
2010,1,2,5,55,12.216,290.635,9.195,268.35,99465.608,1.279
2010,1,2,6,0,12.362,290.224,9.244,268.274,99467.448,1.28
2010,1,2,6,5,12.275,290.498,9.213,268.231,99473.848,1.28
2010,1,2,6,10,12.125,291.388,9.161,268.189,99475.68,1.28
2010,1,2,6,15,12.055,291.86,9.137,268.152,99478.432,1.28
2010,1,2,6,20,12.074,291.865,9.143,268.146,99483.92,1.281
2010,1,2,6,25,12.058,291.706,9.137,268.124,99490.328,1.281
2010,1,2,6,30,12.068,291.223,9.14,268.088,99488.496,1.281
2010,1,2,6,35,11.98,290.998,9.11,268.057,99491.248,1.281
2010,1,2,6,40,11.847,291.267,9.064,268.021,99493.08,1.281
2010,1,2,6,45,11.714,291.541,9.018,267.987,99490.328,1.282
2010,1,2,6,50,11.607,291.964,8.981,267.957,99491.248,1.282
2010,1,2,6,55,11.644,292.376,8.994,267.923,99495.832,1.282
2010,1,2,7,0,11.825,292.497,9.055,267.893,99493.08,1.282
2010,1,2,7,5,12.023,292.409,9.122,267.859,99493.08,1.282
2010,1,2,7,10,12.24,291.876,9.195,267.825,99497.656,1.282
2010,1,2,7,15,12.546,291.146,9.299,267.783,99494.904,1.283
2010,1,2,7,20,12.689,290.585,9.366,267.743,99499.488,1.283
2010,1,2,7,25,12.74,290.173,9.39,267.7,99500.408,1.283
2010,1,2,7,30,12.747,290.168,9.393,267.664,99501.32,1.283
2010,1,2,7,35,12.692,290.272,9.366,267.618,99503.152,1.284
