SiteID,104686,Site Timezone,-5,Data Timezone,-5,,,,,
Longitude,-76.021698,,,,,,,,,
Latitude,43.116604,,,,,,,,,
Year,Month,Day,Hour,Minute,power (MW),wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 2m (K),surface air pressure (Pa),density at hub height (kg/m^3)
2010,10,2,20,15,7.085,32.878,7.571,279.889,100549.632,1.221
2010,10,2,20,20,6.596,35.404,7.403,279.862,100556.04,1.221
2010,10,2,20,25,6.227,38.371,7.257,279.828,100562.448,1.222
2010,10,2,20,30,5.909,41.507,7.12,279.795,100567.936,1.222
2010,10,2,20,35,5.677,43.782,7.019,279.758,100567.024,1.222
2010,10,2,20,40,5.522,45.71,6.952,279.734,100569.776,1.223
2010,10,2,20,45,5.368,47.484,6.885,279.712,100578.008,1.223
2010,10,2,20,50,5.213,47.138,6.817,279.666,100585.336,1.223
2010,10,2,20,55,5.1,45.27,6.769,279.608,100588.088,1.223
2010,10,2,21,0,4.994,43.502,6.723,279.557,100584.424,1.223
2010,10,2,21,5,4.888,42.859,6.677,279.474,100586.248,1.224
2010,10,2,21,10,4.811,42.705,6.643,279.419,100589.912,1.224
2010,10,2,21,15,4.712,42.854,6.601,279.349,100590.832,1.224
2010,10,2,21,20,4.528,43.249,6.521,279.242,100590.832,1.224
2010,10,2,21,25,4.288,43.288,6.418,279.151,100592.664,1.224
2010,10,2,21,30,3.964,43.491,6.271,279.047,100596.32,1.224
2010,10,2,21,35,3.765,43.568,6.158,278.903,100599.984,1.225
2010,10,2,21,40,3.593,43.277,6.06,278.797,100602.736,1.225
2010,10,2,21,45,3.464,42.596,5.987,278.699,100601.824,1.225
2010,10,2,21,50,3.362,42.014,5.929,278.58,100602.736,1.225
2010,10,2,21,55,3.303,42.184,5.896,278.522,100601.824,1.225
2010,10,2,22,0,3.207,43.09,5.841,278.476,100602.736,1.225
2010,10,2,22,5,3.169,43.475,5.819,278.434,100599.072,1.225
2010,10,2,22,10,3.191,44.447,5.832,278.409,100599.984,1.225
2010,10,2,22,15,3.353,45.177,5.923,278.379,100598.16,1.226
2010,10,2,22,20,3.558,45.754,6.039,278.333,100599.072,1.226
2010,10,2,22,25,3.79,45.661,6.17,278.293,100595.408,1.226
2010,10,2,22,30,3.985,45.441,6.28,278.253,100599.072,1.226
2010,10,2,22,35,4.175,44.991,6.365,278.29,100602.736,1.226
2010,10,2,22,40,4.374,44.628,6.451,278.247,100604.56,1.226
2010,10,2,22,45,4.496,45.145,6.503,278.192,100608.224,1.227
2010,10,2,22,50,4.454,46.375,6.484,278.086,100610.056,1.227
2010,10,2,22,55,4.242,47.534,6.393,278.015,100614.632,1.227
2010,10,2,23,0,4.073,47.974,6.319,277.942,100617.384,1.227
2010,10,2,23,5,3.892,48.149,6.225,277.793,100617.384,1.228
2010,10,2,23,10,3.834,46.93,6.191,277.729,100611.88,1.228
2010,10,2,23,15,3.813,46.545,6.179,277.677,100611.88,1.228
2010,10,2,23,20,3.68,47.545,6.103,277.68,100616.464,1.229
2010,10,2,23,25,3.513,48.963,6.008,277.661,100621.96,1.229
2010,10,2,23,30,3.412,50.907,5.95,277.646,100633.856,1.229
2010,10,2,23,35,3.423,52.308,5.956,277.79,100643.016,1.229
2010,10,2,23,40,3.451,53.033,5.972,277.765,100644.84,1.23
2010,10,2,23,45,3.344,53.363,5.911,277.738,100640.264,1.23
2010,10,2,23,50,3.069,53.467,5.755,277.832,100631.12,1.23
2010,10,2,23,55,2.688,54.528,5.538,277.817,100627.456,1.23
2010,10,3,0,0,2.424,56.407,5.389,277.796,100628.368,1.231
2010,10,3,0,5,2.231,59.082,5.279,277.576,100636.608,1.231
2010,10,3,0,10,2.024,61.494,5.129,277.533,100643.928,1.232
2010,10,3,0,15,1.669,62.334,4.845,277.533,100651.256,1.232
2010,10,3,0,20,1.283,62.164,4.537,277.448,100649.424,1.232
2010,10,3,0,25,0.997,62.796,4.308,277.414,100653.088,1.233
2010,10,3,0,30,0.777,64.015,4.092,277.353,100649.424,1.233
2010,10,3,0,35,0.59,65.933,3.835,277.28,100651.256,1.233
2010,10,3,0,40,0.382,67.965,3.549,277.201,100651.256,1.233
2010,10,3,0,45,0.236,72.81,3.347,277.112,100661.328,1.233
2010,10,3,0,50,0.143,78.467,3.219,277.008,100669.56,1.233
2010,10,3,0,55,0.089,82.097,3.146,276.923,100669.56,1.234
2010,10,3,1,0,0.09,84.749,3.146,276.844,100672.312,1.234
2010,10,3,1,5,0.13,85.759,3.201,276.895,100675.064,1.234
2010,10,3,1,10,0.183,85.462,3.274,276.844,100673.224,1.234
2010,10,3,1,15,0.23,83.825,3.338,276.807,100671.4,1.234
2010,10,3,1,20,0.343,83.292,3.494,276.685,100669.56,1.234
2010,10,3,1,25,0.523,84.413,3.741,276.664,100680.552,1.234
2010,10,3,1,30,0.647,84.507,3.912,276.645,100684.208,1.234
2010,10,3,1,35,0.678,83.502,3.955,276.545,100682.384,1.234
2010,10,3,1,40,0.681,82.64,3.958,276.508,100683.296,1.235
2010,10,3,1,45,0.683,83.354,3.961,276.465,100692.456,1.235
2010,10,3,1,50,0.681,84.711,3.958,276.389,100698.856,1.235
2010,10,3,1,55,0.659,86.337,3.927,276.34,100701.608,1.235
2010,10,3,2,0,0.572,86.908,3.808,276.285,100697.944,1.235
2010,10,3,2,5,0.49,87.989,3.695,276.157,100693.368,1.235
2010,10,3,2,10,0.401,87.758,3.573,276.117,100684.208,1.235
2010,10,3,2,15,0.421,89.626,3.601,276.084,100688.792,1.235
2010,10,3,2,20,0.481,90.114,3.683,276.05,100697.032,1.235
2010,10,3,2,25,0.541,88.301,3.766,276.044,100704.36,1.235
2010,10,3,2,30,0.683,87.12,3.961,276.053,100710.768,1.235
2010,10,3,2,35,0.921,86.884,4.245,276.075,100721.752,1.236
2010,10,3,2,40,1.19,85.011,4.458,276.099,100717.168,1.236
2010,10,3,2,45,1.347,82.923,4.583,276.123,100712.592,1.236
2010,10,3,2,50,1.485,81.935,4.693,276.154,100713.512,1.236
2010,10,3,2,55,1.703,81.347,4.867,276.175,100712.592,1.236
2010,10,3,3,0,1.978,80.605,5.087,276.19,100714.432,1.236
2010,10,3,3,5,2.194,79.644,5.252,276.187,100714.432,1.235
2010,10,3,3,10,2.285,78.238,5.303,276.184,100719.008,1.235
2010,10,3,3,15,2.328,76.706,5.328,276.169,100728.168,1.235
2010,10,3,3,20,2.134,74.201,5.212,276.126,100725.416,1.235
2010,10,3,3,25,1.946,72.531,5.062,276.068,100721.752,1.235
2010,10,3,3,30,1.751,72.34,4.907,276.059,100722.672,1.235
2010,10,3,3,35,1.503,73.197,4.708,275.983,100723.584,1.236
2010,10,3,3,40,1.178,73.664,4.449,275.91,100725.416,1.236
2010,10,3,3,45,0.868,73.933,4.202,275.855,100732.744,1.236
2010,10,3,3,50,0.717,74.746,4.006,275.797,100741.896,1.236
2010,10,3,3,55,0.6,76.136,3.845,275.772,100749.216,1.237
2010,10,3,4,0,0.525,78.086,3.741,275.745,100752.88,1.237
2010,10,3,4,5,0.503,79.102,3.71,275.699,100761.128,1.237
2010,10,3,4,10,0.53,79.618,3.747,275.653,100768.448,1.238
2010,10,3,4,15,0.579,80.508,3.814,275.604,100780.352,1.238
2010,10,3,4,20,0.626,81.37,3.878,275.547,100789.504,1.239
2010,10,3,4,25,0.615,79.645,3.863,275.501,100786.76,1.239
2010,10,3,4,30,0.608,77.727,3.854,275.464,100784.008,1.239
2010,10,3,4,35,0.715,79.227,4.001,275.424,100792.248,1.239
2010,10,3,4,40,0.934,80.601,4.251,275.412,100805.984,1.239
2010,10,3,4,45,1.251,80.123,4.504,275.434,100811.48,1.239
2010,10,3,4,50,1.5,78.415,4.703,275.428,100812.392,1.239
2010,10,3,4,55,1.638,76.504,4.812,275.388,100815.144,1.238
2010,10,3,5,0,1.761,74.933,4.91,275.312,100820.632,1.238
2010,10,3,5,5,1.927,75.087,5.041,275.193,100834.368,1.239
2010,10,3,5,10,1.905,74.912,5.023,275.07,100842.6,1.24
2010,10,3,5,15,1.738,73.934,4.889,274.958,100845.352,1.241
2010,10,3,5,20,1.585,72.671,4.767,274.823,100845.352,1.241
2010,10,3,5,25,1.479,72.391,4.681,274.741,100850.84,1.242
2010,10,3,5,30,1.353,71.935,4.581,274.686,100857.248,1.242
2010,10,3,5,35,1.203,70.826,4.462,274.631,100859.088,1.242
2010,10,3,5,40,1.096,71.502,4.376,274.619,100864.576,1.243
2010,10,3,5,45,1.016,72.128,4.312,274.613,100868.24,1.243
2010,10,3,5,50,0.947,72.496,4.257,274.597,100870.992,1.243
2010,10,3,5,55,0.966,72.793,4.272,274.585,100873.736,1.243
2010,10,3,6,0,1.055,73.084,4.342,274.564,100879.224,1.243
2010,10,3,6,5,1.163,73.425,4.428,274.527,100886.552,1.244
2010,10,3,6,10,1.297,73.925,4.535,274.5,100894.8,1.244
2010,10,3,6,15,1.535,76.49,4.724,274.466,100901.2,1.244
2010,10,3,6,20,1.735,78.89,4.883,274.423,100909.44,1.244
2010,10,3,6,25,1.824,79.533,4.953,274.39,100913.104,1.244
2010,10,3,6,30,1.893,80.241,5.008,274.353,100914.936,1.244
2010,10,3,6,35,1.82,79.235,4.95,274.445,100911.272,1.244
2010,10,3,6,40,1.643,76.604,4.809,274.423,100908.52,1.244
2010,10,3,6,45,1.432,73.824,4.641,274.442,100903.944,1.244
2010,10,3,6,50,1.137,73.643,4.406,275.461,100903.944,1.244
2010,10,3,6,55,0.98,74.681,4.281,275.467,100909.448,1.245
2010,10,3,7,0,0.842,76.104,4.168,275.452,100909.44,1.245
2010,10,3,7,5,0.774,77.779,4.074,276.66,100912.184,1.246
2010,10,3,7,10,0.794,80.245,4.101,276.706,100917.68,1.246
2010,10,3,7,15,0.843,81.267,4.168,276.807,100922.256,1.246
2010,10,3,7,20,0.887,82.904,4.205,277.161,100930.496,1.247
2010,10,3,7,25,0.868,83.936,4.19,277.362,100938.744,1.247
2010,10,3,7,30,0.771,83.661,4.068,277.53,100939.656,1.247
2010,10,3,7,35,0.753,83.42,4.043,277.854,100943.32,1.247
2010,10,3,7,40,0.733,82.536,4.016,278.052,100940.568,1.247
2010,10,3,7,45,0.713,82.25,3.988,278.223,100943.32,1.247
2010,10,3,7,50,0.537,82.656,3.747,278.519,100947.896,1.248
2010,10,3,7,55,0.272,82.211,3.384,278.757,100951.552,1.248
2010,10,3,8,0,0.081,81.03,3.07,278.959,100957.968,1.248
2010,10,3,8,5,0.061,80.173,2.829,279.239,100964.376,1.247
2010,10,3,8,10,0.042,80.546,2.594,279.462,100970.784,1.247
2010,10,3,8,15,0.032,80.299,2.478,279.654,100974.448,1.247
2010,10,3,8,20,0.04,79.2,2.578,279.917,100977.192,1.246
2010,10,3,8,25,0.048,78.333,2.679,280.115,100975.36,1.245
2010,10,3,8,30,0.062,78.596,2.838,280.295,100983.6,1.245
2010,10,3,8,35,0.076,77.372,3.018,280.527,100991.84,1.244
2010,10,3,8,40,0.08,74.977,3.061,280.677,100996.424,1.243
2010,10,3,8,45,0.073,71.648,2.981,280.805,100994.584,1.243
2010,10,3,8,50,0.063,67.478,2.862,280.985,100990.008,1.242
2010,10,3,8,55,0.058,64.908,2.792,281.119,100987.264,1.242
2010,10,3,9,0,0.059,65.38,2.804,281.269,100991.84,1.241
2010,10,3,9,5,0.059,66.457,2.804,281.458,100993.672,1.24
2010,10,3,9,10,0.06,68.198,2.823,281.611,100993.672,1.24
2010,10,3,9,15,0.066,71.329,2.89,281.76,100999.168,1.239
2010,10,3,9,20,0.065,71.73,2.884,281.94,100997.336,1.238
2010,10,3,9,25,0.064,70.912,2.874,282.084,100995.504,1.238
2010,10,3,9,30,0.062,70.478,2.847,282.227,100993.672,1.237
2010,10,3,9,35,0.06,70.857,2.819,282.401,100993.672,1.237
2010,10,3,9,40,0.061,71.521,2.841,282.547,100994.584,1.236
2010,10,3,9,45,0.059,71.522,2.819,282.682,100998.248,1.235
2010,10,3,9,50,0.056,70.11,2.783,282.828,100990.008,1.235
2010,10,3,9,55,0.06,69.05,2.829,282.972,100990.008,1.234
2010,10,3,10,0,0.065,68.215,2.893,283.103,100989.096,1.234
2010,10,3,10,5,0.071,67.979,2.966,283.255,100985.44,1.233
2010,10,3,10,10,0.076,67.941,3.024,283.384,100985.432,1.232
2010,10,3,10,15,0.078,66.678,3.051,283.506,100986.352,1.232
2010,10,3,10,20,0.078,64.717,3.042,283.637,100983.6,1.231
2010,10,3,10,25,0.074,61.592,3.003,283.741,100973.528,1.231
2010,10,3,10,30,0.07,58.258,2.951,283.829,100967.128,1.23
2010,10,3,10,35,0.069,55.335,2.938,283.939,100966.2,1.23
2010,10,3,10,40,0.07,53.775,2.948,284.031,100964.376,1.23
2010,10,3,10,45,0.068,51.523,2.929,284.116,100957.056,1.229
2010,10,3,10,50,0.068,49.847,2.932,284.22,100954.304,1.229
2010,10,3,10,55,0.071,49.017,2.969,284.311,100953.392,1.228
2010,10,3,11,0,0.074,47.731,3.002,284.4,100947.896,1.228
2010,10,3,11,5,0.075,47.325,3.015,284.501,100948.816,1.228
2010,10,3,11,10,0.077,47.259,3.033,284.592,100944.232,1.227
2010,10,3,11,15,0.08,46.445,3.079,284.684,100939.656,1.227
2010,10,3,11,20,0.083,46.22,3.115,284.791,100935.992,1.226
2010,10,3,11,25,0.091,46.363,3.155,284.888,100938.744,1.226
2010,10,3,11,30,0.133,44.907,3.213,284.986,100935.992,1.225
2010,10,3,11,35,0.17,42.557,3.265,285.084,100930.496,1.225
2010,10,3,11,40,0.19,41.689,3.292,285.181,100932.328,1.224
2010,10,3,11,45,0.192,40.447,3.296,285.273,100930.496,1.224
2010,10,3,11,50,0.187,39.025,3.289,285.361,100926.832,1.224
2010,10,3,11,55,0.172,38.959,3.268,285.45,100922.256,1.223
2010,10,3,12,0,0.167,37.899,3.262,285.535,100922.256,1.223
2010,10,3,12,5,0.191,33.421,3.296,285.621,100913.104,1.222
2010,10,3,12,10,0.208,30.598,3.32,285.697,100904.864,1.222
2010,10,3,12,15,0.19,30.614,3.296,285.782,100903.944,1.222
2010,10,3,12,20,0.19,29.833,3.296,285.862,100898.456,1.221
2010,10,3,12,25,0.208,28.982,3.32,285.947,100892.96,1.221
2010,10,3,12,30,0.223,29.114,3.341,286.027,100885.64,1.22
2010,10,3,12,35,0.24,30.042,3.366,286.112,100884.72,1.22
2010,10,3,12,40,0.262,31.08,3.396,286.191,100884.72,1.22
2010,10,3,12,45,0.288,30.405,3.433,286.271,100880.144,1.219
2010,10,3,12,50,0.315,29.251,3.47,286.335,100872.824,1.219
2010,10,3,12,55,0.341,29.438,3.506,286.405,100873.736,1.219
2010,10,3,13,0,0.363,28.4,3.537,286.469,100870.984,1.218
2010,10,3,13,5,0.358,27.916,3.531,286.518,100869.16,1.218
2010,10,3,13,10,0.345,28.548,3.512,286.576,100865.496,1.218
2010,10,3,13,15,0.345,29.317,3.512,286.637,100863.664,1.217
2010,10,3,13,20,0.349,29.124,3.518,286.686,100863.664,1.217
2010,10,3,13,25,0.351,28.883,3.521,286.738,100856.336,1.217
2010,10,3,13,30,0.346,30.179,3.515,286.796,100853.592,1.217
2010,10,3,13,35,0.359,32.432,3.534,286.841,100859.088,1.216
2010,10,3,13,40,0.375,34.651,3.555,286.903,100858.168,1.216
2010,10,3,13,45,0.368,35.118,3.546,286.957,100855.424,1.216
2010,10,3,13,50,0.363,34.283,3.54,286.985,100850.84,1.216
2010,10,3,13,55,0.396,33.514,3.585,287.034,100844.44,1.215
2010,10,3,14,0,0.429,33.41,3.631,287.083,100840.776,1.215
2010,10,3,14,5,0.46,32.839,3.674,287.098,100838.032,1.215
2010,10,3,14,10,0.499,33.081,3.729,287.144,100838.032,1.215
2010,10,3,14,15,0.53,34.47,3.772,287.192,100843.52,1.214
2010,10,3,14,20,0.537,33.415,3.781,287.195,100836.192,1.214
2010,10,3,14,25,0.534,32.481,3.778,287.229,100828.872,1.214
2010,10,3,14,30,0.541,33.442,3.787,287.269,100824.296,1.214
2010,10,3,14,35,0.545,33.948,3.793,287.269,100817.88,1.214
2010,10,3,14,40,0.547,33.838,3.796,287.305,100813.304,1.213
2010,10,3,14,45,0.569,32.975,3.827,287.354,100814.224,1.213
2010,10,3,14,50,0.6,32.031,3.869,287.351,100810.56,1.213
2010,10,3,14,55,0.626,30.971,3.906,287.391,100806.896,1.213
2010,10,3,15,0,0.641,28.884,3.927,287.427,100805.072,1.212
2010,10,3,15,5,0.661,26.346,3.955,287.403,100799.576,1.212
2010,10,3,15,10,0.67,24.77,3.967,287.424,100798.656,1.212
2010,10,3,15,15,0.645,23.72,3.933,287.443,100801.408,1.212
2010,10,3,15,20,0.603,22.347,3.875,287.394,100797.744,1.212
2010,10,3,15,25,0.55,20.523,3.802,287.4,100795.912,1.212
2010,10,3,15,30,0.511,18.798,3.747,287.421,100792.248,1.212
2010,10,3,15,35,0.524,19.143,3.766,287.391,100792.248,1.212
2010,10,3,15,40,0.654,21.142,3.946,287.443,100793.168,1.211
2010,10,3,15,45,0.996,22.559,4.333,287.507,100791.336,1.211
2010,10,3,15,50,1.589,23.521,4.809,287.464,100790.424,1.211
2010,10,3,15,55,2.159,23.818,5.267,287.467,100791.336,1.211
2010,10,3,16,0,2.636,23.132,5.538,287.449,100790.424,1.211
2010,10,3,16,5,2.733,21.561,5.594,287.29,100792.248,1.211
2010,10,3,16,10,2.797,19.561,5.63,287.266,100787.672,1.211
2010,10,3,16,15,2.932,19.413,5.706,287.263,100793.168,1.211
2010,10,3,16,20,3.125,19.907,5.816,287.058,100800.496,1.211
2010,10,3,16,25,3.388,19.314,5.966,287.015,100798.656,1.211
2010,10,3,16,30,3.619,17.699,6.097,286.964,100793.168,1.212
2010,10,3,16,35,4.088,16.633,6.353,286.61,100795.912,1.212
2010,10,3,16,40,4.619,16.27,6.582,286.533,100801.408,1.212
2010,10,3,16,45,5.115,16.419,6.796,286.469,100805.984,1.212
2010,10,3,16,50,5.901,16.446,7.135,285.837,100811.48,1.212
2010,10,3,16,55,6.677,15.765,7.449,285.761,100817.88,1.213
2010,10,3,17,0,7.284,15.144,7.657,285.676,100818.808,1.213
2010,10,3,17,5,7.865,15.254,7.855,284.549,100824.296,1.213
2010,10,3,17,10,8.419,15.144,8.044,284.638,100827.04,1.214
2010,10,3,17,15,8.911,15.057,8.212,284.586,100827.96,1.214
2010,10,3,17,20,9.404,15.496,8.38,282.575,100835.28,1.215
2010,10,3,17,25,10.059,15.172,8.606,282.886,100838.944,1.215
2010,10,3,17,30,10.626,14.842,8.801,283.555,100845.352,1.216
2010,10,3,17,35,11.079,15.145,8.957,281.852,100854.504,1.216
2010,10,3,17,40,11.628,14.749,9.146,282.865,100856.336,1.217
2010,10,3,17,45,11.975,14.672,9.265,282.85,100859.088,1.217
2010,10,3,17,50,12.279,15.331,9.369,282.236,100868.24,1.218
2010,10,3,17,55,12.661,15.985,9.515,282.624,100876.48,1.218
2010,10,3,18,0,12.886,16.265,9.625,282.755,100880.144,1.219
2010,10,3,18,5,12.914,15.958,9.637,282.59,100887.472,1.219
2010,10,3,18,10,12.923,14.985,9.64,282.581,100890.208,1.22
2010,10,3,18,15,12.877,14.403,9.616,282.441,100897.536,1.221
2010,10,3,18,20,12.769,13.865,9.561,281.995,100907.608,1.221
2010,10,3,18,25,12.699,12.684,9.524,281.983,100911.272,1.222
2010,10,3,18,30,12.572,11.882,9.46,281.653,100917.68,1.222
2010,10,3,18,35,12.265,11.201,9.35,280.777,100917.68,1.223
2010,10,3,18,40,11.952,10.717,9.241,280.713,100924.096,1.224
2010,10,3,18,45,11.744,10.322,9.167,280.655,100925.92,1.224
2010,10,3,18,50,11.519,10.294,9.088,280.552,100930.496,1.225
2010,10,3,18,55,11.257,10.942,8.996,280.466,100933.24,1.225
2010,10,3,19,0,10.766,12.618,8.826,280.363,100932.328,1.226
2010,10,3,19,5,10.284,14.804,8.658,280.268,100936.904,1.226
2010,10,3,19,10,9.96,16.957,8.545,280.17,100941.488,1.227
2010,10,3,19,15,9.734,19.034,8.465,280.082,100948.816,1.227
2010,10,3,19,20,9.541,20.632,8.398,279.981,100950.64,1.227
2010,10,3,19,25,9.275,22.39,8.307,279.914,100951.552,1.227
2010,10,3,19,30,9.088,24.796,8.243,279.85,100952.472,1.228
2010,10,3,19,35,8.866,27.455,8.166,279.755,100958.88,1.228
2010,10,3,19,40,8.652,30.01,8.093,279.7,100966.2,1.228
2010,10,3,19,45,8.446,33.454,8.023,279.645,100970.784,1.228
2010,10,3,19,50,8.142,37.728,7.919,279.587,100977.192,1.228
2010,10,3,19,55,7.678,41.464,7.76,279.56,100987.264,1.228
2010,10,3,20,0,7.195,44.387,7.595,279.535,100992.76,1.228
2010,10,3,20,5,6.757,47.589,7.446,279.499,100995.504,1.228
2010,10,3,20,10,6.24,50.21,7.25,279.471,100999.168,1.228
2010,10,3,20,15,5.73,52.424,7.031,279.444,101002.832,1.228
2010,10,3,20,20,5.269,54.022,6.832,279.407,101003.744,1.228
2010,10,3,20,25,4.971,55.379,6.704,279.37,101003.744,1.228
